rank,lemma,reading,score,model_score,correction_delta,band,core_rank,pmw,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,translations,rank_base,frequency_blend,learner_source_confidence,goethe_stem_learner_source_known,openlingo_learner_source_known,wordfreq_de_commonness_score,opensubtitles_cistem_frequency_score,translation_count_score,reverse_support_score
55571,leistungserbringung,,0.893808,0.893808,0.0,0.85-0.90,56468.0,0.417588,normal_vocab,,other,,,,,,,,provision of services; service provision,0.981275,0.972119,0.0,0.0,0.0,0.322667,0.0,0.428317,0.666667
55572,schildbürgerstreich,,0.893815,0.893815,0.0,0.85-0.90,51868.0,0.556783,normal_vocab,,other,,,,,,,,act of stupidity; foolish act; piece of bungling,0.973655,0.963208,0.0,0.0,0.0,0.266667,0.0,0.540476,1.0
55573,prüfstellen,,0.893816,0.893816,0.0,0.85-0.90,51616.0,0.556783,normal_vocab,,other,,,,,,,,inspecting authorities; inspection bodies; monitoring bodies,0.973218,0.962968,0.0,0.0,0.0,0.265333,0.0,0.758654,1.0
55574,blechdach,,0.893823,0.893823,0.0,0.85-0.90,54055.0,0.417588,normal_vocab,,other,,,,,,,,sheet metal roof; tin roof,0.977359,0.969965,0.0,0.0,0.0,0.310667,0.251706,0.428317,0.666667
55575,normalbereich,,0.893824,0.893824,0.0,0.85-0.90,51371.0,0.556783,normal_vocab,,other,,,,,,,,normal range; normal region,0.972791,0.962733,0.0,0.0,0.0,0.264,0.156081,0.428317,0.666667
55576,ururenkel,,0.89383,0.89383,0.0,0.85-0.90,52648.0,0.556783,normal_vocab,SUB:AKK:PLU:MAS|SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:PLU:MAS|SUB:NOM:PLU:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,great-great-grandson,0.974993,0.963944,0.0,0.0,0.0,0.270667,0.191231,0.270238,0.0
55577,allzuviel,,0.893833,0.893833,0.0,0.85-0.90,59824.0,0.278392,normal_vocab,,other,,,,,,,,too much; overmuch,0.986453,0.980174,0.0,0.0,0.0,0.374667,0.215694,0.428317,0.666667
55578,sprachforscher,,0.893838,0.893838,0.0,0.85-0.90,58174.0,0.417588,normal_vocab,,other,,,,,,,,linguistic researcher; linguistic researchers,0.983945,0.973587,0.0,0.0,0.0,0.330667,0.0,0.428317,0.666667
55579,liebesnacht,,0.893842,0.893842,0.0,0.85-0.90,56501.0,0.417588,normal_vocab,,other,,,,,,,,night of love,0.981328,0.972148,0.0,0.0,0.0,0.322667,0.28051,0.270238,0.333333
55580,wäscheleine,,0.893844,0.893844,0.0,0.85-0.90,59325.0,0.417588,normal_vocab,,other,,,,,,,,clothesline,0.985702,0.974553,0.0,0.0,0.0,0.336,0.0,0.270238,0.333333
55581,rezitation,,0.893846,0.893846,0.0,0.85-0.90,57618.0,0.417588,normal_vocab,,other,,,,,,,,recitation,0.983083,0.973113,0.0,0.0,0.0,0.328,0.0,0.270238,0.333333
55582,abrichten,,0.893848,0.893848,0.0,0.85-0.90,53292.0,0.417588,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT:NEB|VER:1:PLU:PRÄ:SFT:NEB|VER:3:PLU:KJ1:SFT:NEB|VER:3:PLU:PRÄ:SFT:NEB|VER:INF:SFT,noun,,,,,,,,jointers; planer; animal training,0.976084,0.969264,0.0,0.0,0.0,0.306667,0.0,0.758654,1.0
55583,bildungskarenz,,0.89385,0.89385,0.0,0.85-0.90,45775.0,0.695979,normal_vocab,,other,,,,,,,,sabbatical leave; sabbatical,0.962448,0.952729,0.0,0.0,0.0,0.202667,0.0,0.428317,0.666667
55584,genmutation,,0.893852,0.893852,0.0,0.85-0.90,50154.0,0.556783,normal_vocab,,other,,,,,,,,gene mutation; mutation,0.970641,0.961551,0.0,0.0,0.0,0.257333,0.0,0.428317,0.666667
55585,bodenfläche,,0.893858,0.893858,0.0,0.85-0.90,54088.0,0.417588,normal_vocab,,other,,,,,,,,floor space,0.977413,0.969995,0.0,0.0,0.0,0.310667,0.0,0.270238,0.333333
55586,küchenchefin,,0.893866,0.893866,0.0,0.85-0.90,50908.0,0.556783,normal_vocab,,other,,,,,,,,chef; head chef; master chef,0.971979,0.962287,0.0,0.0,0.0,0.261333,0.0,0.627474,1.0
55587,modest,,0.893879,0.893879,0.0,0.85-0.90,56814.0,0.417588,normal_vocab,,other,,,,,,,,,0.981823,0.97242,0.0,0.0,0.0,0.324,0.165763,0.0,0.0
55588,überparteilichkeit,,0.89388,0.89388,0.0,0.85-0.90,53212.0,0.556783,normal_vocab,,other,,,,,,,,non-partisanship,0.975949,0.96447,0.0,0.0,0.0,0.273333,0.0,0.270238,0.333333
55589,raketenwissenschaft,,0.893898,0.893898,0.0,0.85-0.90,47648.0,0.695979,normal_vocab,,other,,,,,,,,rocketry; rocket science,0.966044,0.954707,0.0,0.0,0.0,0.213333,0.207016,0.428317,0.666667
55590,zersägt,,0.893901,0.893901,0.0,0.85-0.90,59384.0,0.417588,normal_vocab,PA2:PRD:GRU:VER|VER:2:PLU:PRÄ:SFT|VER:3:SIN:PRÄ:SFT|VER:IMP:PLU:SFT|VER:PA2:SFT,verb,,,,,,,,sawn up; sawed up,0.985791,0.974602,0.0,0.0,0.0,0.336,0.0,0.428317,0.666667
55591,torero,,0.893903,0.893903,0.0,0.85-0.90,58525.0,0.417588,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,bullfighter; torero; matador,0.984484,0.973884,0.0,0.0,0.0,0.332,0.300709,0.540476,1.0
55592,flipchart,,0.893907,0.893907,0.0,0.85-0.90,54934.0,0.417588,normal_vocab,SUB:AKK:SIN:FEM|SUB:AKK:SIN:MAS|SUB:AKK:SIN:NEU|SUB:DAT:SIN:FEM|SUB:DAT:SIN:MAS|SUB:DAT:SIN:NEU|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM|SUB:NOM:SIN:MAS|SUB:NOM:SIN:NEU,noun,,,,,,,,flip chart; flipchart,0.978805,0.97076,0.0,0.0,0.0,0.314667,0.087075,0.428317,0.666667
55593,motivationsschreiben,,0.89391,0.89391,0.0,0.85-0.90,56845.0,0.417588,normal_vocab,,other,,,,,,,,letter of motivation; motivation letter,0.981872,0.972447,0.0,0.0,0.0,0.324,0.0,0.428317,0.666667
55594,zielstellung,,0.89391,0.89391,0.0,0.85-0.90,59394.0,0.417588,normal_vocab,,other,,,,,,,,objective; goal; aim,0.985806,0.974611,0.0,0.0,0.0,0.336,0.0,0.540476,1.0
55595,township,,0.893919,0.893919,0.0,0.85-0.90,58542.0,0.417588,normal_vocab,,other,,,,,,,,township,0.98451,0.973898,0.0,0.0,0.0,0.332,0.25395,0.270238,0.333333
55596,ausgabenposten,,0.89392,0.89392,0.0,0.85-0.90,45607.0,0.695979,normal_vocab,,other,,,,,,,,expenditure item; item of expenditure; expenditure items,0.962118,0.952548,0.0,0.0,0.0,0.201333,0.0,0.627474,1.0
55597,zimmerdecke,,0.893921,0.893921,0.0,0.85-0.90,59405.0,0.417588,normal_vocab,,other,,,,,,,,ceiling,0.985823,0.97462,0.0,0.0,0.0,0.336,0.0,0.270238,0.333333
55598,wandelbar,,0.893926,0.893926,0.0,0.85-0.90,59122.0,0.417588,normal_vocab,,other,,,,,,,,mutable; convertible; chameleonic,0.985394,0.974384,0.0,0.0,0.0,0.334667,0.236246,0.540476,1.0
55599,hirnschmalz,,0.893928,0.893928,0.0,0.85-0.90,50467.0,0.556783,normal_vocab,,other,,,,,,,,grey cells; grey matter; smarts,0.971199,0.961858,0.0,0.0,0.0,0.258667,0.188166,0.627474,1.0
55600,abgeholzt,,0.893931,0.893931,0.0,0.85-0.90,59635.0,0.278392,normal_vocab,PA2:PRD:GRU:VER|VER:PA2:SFT,verb,,,,,,,,clear-cut; lumbered; felled trees,0.986169,0.980018,0.0,0.0,0.0,0.373333,0.069005,0.698555,1.0
55601,beugehaft,,0.893932,0.893932,0.0,0.85-0.90,49250.0,0.556783,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,imprisonment for contempt; coercive detention,0.96901,0.960654,0.0,0.0,0.0,0.252,0.101091,0.428317,0.666667
55602,schwierigkeitsstufen,,0.893937,0.893937,0.0,0.85-0.90,51979.0,0.556783,normal_vocab,,other,,,,,,,,levels of difficulty,0.973846,0.963314,0.0,0.0,0.0,0.266667,0.0,0.270238,0.333333
55603,verrauchung,,0.893938,0.893938,0.0,0.85-0.90,45071.0,0.835175,normal_vocab,,other,,,,,,,,excessive smoke emission; fumigating,0.961058,0.94799,0.0,0.0,0.0,0.170667,0.0,0.428317,0.666667
55604,fotosynthese,,0.893938,0.893938,0.0,0.85-0.90,49984.0,0.556783,normal_vocab,,other,,,,,,,,photosynthesis,0.970337,0.961383,0.0,0.0,0.0,0.256,0.0,0.270238,0.333333
55605,gereichen,,0.893941,0.893941,0.0,0.85-0.90,55235.0,0.417588,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,redound to sb.'s advantage; redound to sb.'s honour/honor,0.979295,0.97103,0.0,0.0,0.0,0.316,0.0,0.428317,0.0
55606,anmaßung,,0.893943,0.893943,0.0,0.85-0.90,59938.0,0.278392,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,arrogation; presumptuousness; overbearance,0.986624,0.980268,0.0,0.0,0.0,0.374667,0.300709,0.810714,1.0
55607,weiterentwickelnd,,0.893944,0.893944,0.0,0.85-0.90,40160.0,1.113567,normal_vocab,PA1:PRD:GRU:VER|VER:PA1|VER:PA1:SFT,verb,,,,,,,,developing; developing further; refining,0.950711,0.935184,0.0,0.0,0.0,0.0,0.0,0.540476,1.0
55608,kundmachung,,0.893951,0.893951,0.0,0.85-0.90,56334.0,0.417588,normal_vocab,,other,,,,,,,,,0.981062,0.972002,0.0,0.0,0.0,0.321333,0.112543,0.0,0.0
55609,richterschaft,,0.893961,0.893961,0.0,0.85-0.90,51747.0,0.556783,normal_vocab,,other,,,,,,,,magistracy,0.973445,0.963093,0.0,0.0,0.0,0.265333,0.0,0.270238,0.333333
55610,lw,,0.893964,0.893964,0.0,0.85-0.90,64812.0,0.278392,normal_vocab,,other,,,,,,,,,0.993635,0.984124,0.0,0.0,0.0,0.396,0.138011,0.0,0.0
55611,turnunterricht,,0.893971,0.893971,0.0,0.85-0.90,52521.0,0.556783,normal_vocab,,other,,,,,,,,physical education; gym,0.974777,0.963825,0.0,0.0,0.0,0.269333,0.156081,0.428317,0.666667
55612,geschichtsbewusstsein,,0.893971,0.893971,0.0,0.85-0.90,55264.0,0.417588,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,awareness of history; historical awareness; historical consciousness,0.979342,0.971056,0.0,0.0,0.0,0.316,0.0,0.540476,1.0
55613,trimester,,0.893973,0.893973,0.0,0.85-0.90,58597.0,0.417588,normal_vocab,,other,,,,,,,,trimester; term,0.984594,0.973944,0.0,0.0,0.0,0.332,0.0,0.428317,0.666667
55614,perestroika,,0.893981,0.893981,0.0,0.85-0.90,57194.0,0.417588,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,perestroika,0.982421,0.972749,0.0,0.0,0.0,0.325333,0.199618,0.270238,0.333333
55615,rahmenabkommen,,0.893982,0.893982,0.0,0.85-0.90,57475.0,0.417588,normal_vocab,,other,,,,,,,,skeleton agreement; basic agreement; skeleton agreements,0.98286,0.972991,0.0,0.0,0.0,0.326667,0.0,0.627474,1.0
55616,mehrzwecksaal,,0.893983,0.893983,0.0,0.85-0.90,47253.0,0.695979,normal_vocab,,other,,,,,,,,multi-purpose hall,0.965298,0.954297,0.0,0.0,0.0,0.210667,0.0,0.270238,0.333333
55617,gekappt,,0.893983,0.893983,0.0,0.85-0.90,62665.0,0.278392,normal_vocab,PA2:PRD:GRU:VER|VER:PA2:SFT,verb,,,,,,,,clipped; trimmed; cut,0.990614,0.982463,0.0,0.0,0.0,0.386667,0.0,0.758654,1.0
55618,vervielfachung,,0.893985,0.893985,0.0,0.85-0.90,52792.0,0.556783,normal_vocab,,other,,,,,,,,multiplication,0.975238,0.964079,0.0,0.0,0.0,0.270667,0.0,0.270238,0.333333
55619,geschäftssitz,,0.893992,0.893992,0.0,0.85-0.90,55285.0,0.417588,normal_vocab,,other,,,,,,,,place of business; location of business; business location,0.979376,0.971075,0.0,0.0,0.0,0.316,0.0,0.540476,1.0
55620,körpergeruch,,0.893993,0.893993,0.0,0.85-0.90,56375.0,0.417588,normal_vocab,,other,,,,,,,,body odour; body odor,0.981127,0.972038,0.0,0.0,0.0,0.321333,0.0,0.428317,0.666667
55621,blutdrucksenker,,0.894004,0.894004,0.0,0.85-0.90,49312.0,0.556783,normal_vocab,,other,,,,,,,,antihypertensive agent; antihypertensive; hypotensor,0.969123,0.960716,0.0,0.0,0.0,0.252,0.0,0.627474,1.0
55622,straßenkunst,,0.894007,0.894007,0.0,0.85-0.90,52298.0,0.556783,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,,0.974395,0.963615,0.0,0.0,0.0,0.268,0.156081,0.0,0.0
55623,gesichtsverlust,,0.894007,0.894007,0.0,0.85-0.90,55299.0,0.417588,normal_vocab,,other,,,,,,,,,0.979399,0.971087,0.0,0.0,0.0,0.316,0.0,0.0,0.0
55624,sexualwissenschaft,,0.894017,0.894017,0.0,0.85-0.90,52052.0,0.556783,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,sexology,0.973972,0.963383,0.0,0.0,0.0,0.266667,0.112543,0.270238,0.333333
55625,amokschütze,,0.894021,0.894021,0.0,0.85-0.90,45464.0,0.695979,normal_vocab,SUB:NOM:SIN:MAS,noun,,,,,,,,crazed gunman; mad gunman,0.961836,0.952393,0.0,0.0,0.0,0.2,0.0,0.428317,0.666667
55626,erzkonservativ,,0.894024,0.894024,0.0,0.85-0.90,49815.0,0.556783,normal_vocab,,other,,,,,,,,ultra conservative,0.970033,0.961216,0.0,0.0,0.0,0.254667,0.170096,0.270238,0.333333
55627,nekropole,,0.894027,0.894027,0.0,0.85-0.90,56962.0,0.417588,normal_vocab,,other,,,,,,,,burial ground; necropolis,0.982056,0.972549,0.0,0.0,0.0,0.324,0.0,0.428317,0.666667
55628,funksignale,,0.894028,0.894028,0.0,0.85-0.90,55050.0,0.417588,normal_vocab,,other,,,,,,,,radio signals,0.978994,0.970864,0.0,0.0,0.0,0.314667,0.0,0.270238,0.333333
55629,boomtown,,0.894033,0.894033,0.0,0.85-0.90,49337.0,0.556783,normal_vocab,,other,,,,,,,,boomtown,0.969168,0.960741,0.0,0.0,0.0,0.252,0.0,0.270238,0.333333
55630,fußbad,,0.894035,0.894035,0.0,0.85-0.90,55057.0,0.417588,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,footbath,0.979006,0.970871,0.0,0.0,0.0,0.314667,0.243156,0.270238,0.333333
55631,nebengleis,,0.89404,0.89404,0.0,0.85-0.90,51315.0,0.556783,normal_vocab,,other,,,,,,,,passing track; siding track; siding,0.972693,0.962679,0.0,0.0,0.0,0.262667,0.0,0.856635,1.0
55632,mund-zu-mund-beatmung,,0.894042,0.894042,0.0,0.85-0.90,65216.0,0.278392,normal_vocab,,other,,,,,,,,mouth-to-mouth breathing; mouth-to-mouth ventilation; mouth-to-mouth resuscitation,0.994192,0.984431,0.0,0.0,0.0,0.397333,0.318385,0.810714,1.0
55633,brandlegung,,0.894044,0.894044,0.0,0.85-0.90,49347.0,0.556783,normal_vocab,,other,,,,,,,,fire-raising; arson fraud scheme,0.969186,0.960751,0.0,0.0,0.0,0.252,0.043538,0.428317,0.333333
55634,melderegister,,0.894045,0.894045,0.0,0.85-0.90,56702.0,0.417588,normal_vocab,,other,,,,,,,,register of residents,0.981646,0.972323,0.0,0.0,0.0,0.322667,0.0,0.270238,0.333333
55635,mailverkehr,,0.894056,0.894056,0.0,0.85-0.90,51078.0,0.556783,normal_vocab,,other,,,,,,,,email correspondence; email exchange,0.972278,0.962451,0.0,0.0,0.0,0.261333,0.043538,0.428317,0.666667
55636,lebensgröße,,0.894062,0.894062,0.0,0.85-0.90,56443.0,0.417588,normal_vocab,,other,,,,,,,,life size,0.981236,0.972097,0.0,0.0,0.0,0.321333,0.0,0.270238,0.333333
55637,mannschaftskollege,,0.89407,0.89407,0.0,0.85-0.90,51091.0,0.556783,normal_vocab,,other,,,,,,,,team-mate; teammate,0.972301,0.962464,0.0,0.0,0.0,0.261333,0.0,0.428317,0.666667
55638,degeto,,0.894077,0.894077,0.0,0.85-0.90,54296.0,0.417588,normal_vocab,,other,,,,,,,,,0.977758,0.970184,0.0,0.0,0.0,0.310667,0.150615,0.0,0.0
55639,fender,,0.894078,0.894078,0.0,0.85-0.90,62162.0,0.278392,normal_vocab,,other,,,,,,,,fender,0.989891,0.982065,0.0,0.0,0.0,0.384,0.0,0.270238,0.333333
55640,gartenstuhl,,0.894081,0.894081,0.0,0.85-0.90,55101.0,0.417588,normal_vocab,,other,,,,,,,,garden chair,0.979077,0.97091,0.0,0.0,0.0,0.314667,0.215694,0.270238,0.333333
55641,tamilisch,,0.894095,0.894095,0.0,0.85-0.90,52379.0,0.556783,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,tamil,0.974534,0.963692,0.0,0.0,0.0,0.268,0.112543,0.270238,0.333333
55642,warentransport,,0.894101,0.894101,0.0,0.85-0.90,52899.0,0.556783,normal_vocab,,other,,,,,,,,transport of goods; goods transport,0.97542,0.964179,0.0,0.0,0.0,0.270667,0.156081,0.428317,0.666667
55643,delirium,,0.894109,0.894109,0.0,0.85-0.90,61294.0,0.278392,normal_vocab,,other,,,,,,,,,0.98863,0.981372,0.0,0.0,0.0,0.38,0.356994,0.0,0.0
55644,libra,,0.894111,0.894111,0.0,0.85-0.90,56491.0,0.417588,normal_vocab,,other,,,,,,,,,0.981312,0.972139,0.0,0.0,0.0,0.321333,0.161108,0.0,0.0
55645,lichtempfindlichkeit,,0.894114,0.894114,0.0,0.85-0.90,56495.0,0.417588,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,sensitivity to light; photosensitivity,0.981318,0.972142,0.0,0.0,0.0,0.321333,0.233255,0.428317,0.666667
55646,feuereifer,,0.894119,0.894119,0.0,0.85-0.90,54869.0,0.417588,normal_vocab,,other,,,,,,,,zeal; ardour; ardor,0.978699,0.970702,0.0,0.0,0.0,0.313333,0.0,0.540476,1.0
55647,erg,,0.894119,0.894119,0.0,0.85-0.90,61904.0,0.278392,normal_vocab,,other,,,,,,,,erg; ergs,0.989518,0.98186,0.0,0.0,0.0,0.382667,0.144629,0.428317,0.666667
55648,fiaker,,0.894129,0.894129,0.0,0.85-0.90,54879.0,0.417588,normal_vocab,,other,,,,,,,,hackney carriage; cab; cabby,0.978715,0.970711,0.0,0.0,0.0,0.313333,0.0,0.810714,1.0
55649,nackenschutz,,0.894132,0.894132,0.0,0.85-0.90,47377.0,0.695979,normal_vocab,,other,,,,,,,,neck guard; neck flap,0.965533,0.954426,0.0,0.0,0.0,0.210667,0.087075,0.428317,0.666667
55650,privilegierter,,0.894135,0.894135,0.0,0.85-0.90,57348.0,0.417588,normal_vocab,PA2:DAT:SIN:FEM:GRU:SOL:VER|PA2:GEN:PLU:FEM:GRU:SOL:VER|PA2:GEN:PLU:MAS:GRU:SOL:VER|PA2:GEN:PLU:NEU:GRU:SOL:VER|PA2:GEN:SIN:FEM:GRU:SOL:VER|PA2:NOM:SIN:MAS:GRU:IND:VER|PA2:NOM:SIN:MAS:GRU:SOL:VER,verb,,,,,,,,more privileged,0.982662,0.972882,0.0,0.0,0.0,0.325333,0.0,0.270238,0.333333
55651,führerin,,0.894135,0.894135,0.0,0.85-0.90,62527.0,0.278392,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,leader,0.990416,0.982354,0.0,0.0,0.0,0.385333,0.0,0.270238,0.333333
55652,schmuckschatulle,,0.89414,0.89414,0.0,0.85-0.90,51910.0,0.556783,normal_vocab,,other,,,,,,,,jewellery box; jewelry box,0.973727,0.963248,0.0,0.0,0.0,0.265333,0.0,0.428317,0.666667
55653,kübelpflanzen,,0.894143,0.894143,0.0,0.85-0.90,50906.0,0.556783,normal_vocab,,other,,,,,,,,container plants; tub plants,0.971976,0.962285,0.0,0.0,0.0,0.26,0.0,0.428317,0.666667
55654,verdattert,,0.894149,0.894149,0.0,0.85-0.90,52685.0,0.556783,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,dazed; stunned; flabbergasted,0.975056,0.963979,0.0,0.0,0.0,0.269333,0.043538,0.540476,1.0
55655,roastbeef,,0.894152,0.894152,0.0,0.85-0.90,57646.0,0.417588,normal_vocab,,other,,,,,,,,,0.983127,0.973137,0.0,0.0,0.0,0.326667,0.360322,0.0,0.0
55656,schuldsprüche,,0.894157,0.894157,0.0,0.85-0.90,47865.0,0.695979,normal_vocab,,other,,,,,,,,verdicts of guilty; guilty verdicts; declarations of guilt,0.966452,0.954932,0.0,0.0,0.0,0.213333,0.0,0.627474,1.0
55657,überordnen,,0.894162,0.894162,0.0,0.85-0.90,40287.0,1.113567,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT:NEB|VER:1:PLU:PRÄ:SFT:NEB|VER:3:PLU:KJ1:SFT:NEB|VER:3:PLU:PRÄ:SFT:NEB|VER:INF:SFT,noun,,,,,,,,place over,0.950994,0.935339,0.0,0.0,0.0,0.0,0.0,0.270238,0.333333
55658,behelligen,,0.894166,0.894166,0.0,0.85-0.90,53852.0,0.417588,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,bother sb.; trouble sb.,0.977021,0.969779,0.0,0.0,0.0,0.308,0.0,0.428317,0.666667
55659,kurserholung,,0.894172,0.894172,0.0,0.85-0.90,43942.0,0.835175,normal_vocab,,other,,,,,,,,rally,0.958783,0.946739,0.0,0.0,0.0,0.162667,0.0,0.270238,0.333333
55660,wohnraummangel,,0.894178,0.894178,0.0,0.85-0.90,48593.0,0.695979,normal_vocab,,other,,,,,,,,housing shortage,0.967805,0.955676,0.0,0.0,0.0,0.217333,0.0,0.270238,0.333333
55661,elektrostatisch,,0.89418,0.89418,0.0,0.85-0.90,49708.0,0.556783,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,electrostatic; static; electrostatically,0.96984,0.96111,0.0,0.0,0.0,0.253333,0.282639,0.540476,1.0
55662,angekreuzt,,0.894186,0.894186,0.0,0.85-0.90,59901.0,0.278392,normal_vocab,PA2:PRD:GRU:VER|VER:PA2:SFT,verb,,,,,,,,ticked; checked; checkmarked,0.986568,0.980238,0.0,0.0,0.0,0.373333,0.069005,0.758654,1.0
55663,auditiv,,0.89419,0.89419,0.0,0.85-0.90,48991.0,0.556783,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,auditory; hearing-related,0.968537,0.960393,0.0,0.0,0.0,0.249333,0.228482,0.428317,0.666667
55664,lauchzwiebeln,,0.894196,0.894196,0.0,0.85-0.90,50954.0,0.556783,normal_vocab,,other,,,,,,,,spring onions; scallions; green onions,0.97206,0.962331,0.0,0.0,0.0,0.26,0.0,0.698555,1.0
55665,verbindungsdaten,,0.894196,0.894196,0.0,0.85-0.90,58826.0,0.417588,normal_vocab,,other,,,,,,,,communications data; comms data,0.984944,0.974137,0.0,0.0,0.0,0.332,0.0,0.428317,0.666667
55666,krächzen,,0.894197,0.894197,0.0,0.85-0.90,56301.0,0.417588,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,say/utter hoarsely; croak; grate,0.98101,0.971973,0.0,0.0,0.0,0.32,0.0,0.810714,1.0
55667,lösend,,0.894201,0.894201,0.0,0.85-0.90,47203.0,0.695979,normal_vocab,PA1:PRD:GRU:VER|VER:PA1:SFT,verb,,,,,,,,unthreading from; detaching; dissolving,0.965203,0.954245,0.0,0.0,0.0,0.209333,0.0,1.0,1.0
55668,bärchen,,0.894204,0.894204,0.0,0.85-0.90,61098.0,0.278392,normal_vocab,,other,,,,,,,,little bear,0.988343,0.981214,0.0,0.0,0.0,0.378667,0.0,0.270238,0.333333
55669,gepäckraum,,0.894216,0.894216,0.0,0.85-0.90,55231.0,0.417588,normal_vocab,,other,,,,,,,,luggage hold; luggage compartment; baggage hold,0.979289,0.971026,0.0,0.0,0.0,0.314667,0.0,0.627474,1.0
55670,pauschenpferd,,0.894219,0.894219,0.0,0.85-0.90,51476.0,0.556783,normal_vocab,,other,,,,,,,,side horse; pommel horse,0.972974,0.962834,0.0,0.0,0.0,0.262667,0.101091,0.428317,0.666667
55671,majoran,,0.89422,0.89422,0.0,0.85-0.90,56599.0,0.417588,normal_vocab,,other,,,,,,,,marjoram,0.981483,0.972233,0.0,0.0,0.0,0.321333,0.0,0.270238,0.333333
55672,starterlaubnis,,0.894223,0.894223,0.0,0.85-0.90,52240.0,0.556783,normal_vocab,,other,,,,,,,,clearance for take off,0.974296,0.963561,0.0,0.0,0.0,0.266667,0.0,0.270238,0.333333
55673,ersatzteillager,,0.89423,0.89423,0.0,0.85-0.90,54708.0,0.417588,normal_vocab,,other,,,,,,,,spare part storage; spare part storages; spare parts stock,0.978436,0.970557,0.0,0.0,0.0,0.312,0.0,0.758654,1.0
55674,wählerpotenzial,,0.894234,0.894234,0.0,0.85-0.90,53022.0,0.556783,normal_vocab,,other,,,,,,,,potential voters,0.975628,0.964294,0.0,0.0,0.0,0.270667,0.0,0.270238,0.333333
